NOV_ISSUED_DATE,NOV_NUMBER,STREET_NO,DIR,STREET_NME,VIOLATION_DESCRIPTION
4/9/2019,P005336287,4900,N,MILWAUKEE,8-4-081(a)     Public Urination
4/9/2019,P005464553,5600,W,CORCORAN,8-4-081(a)     Public Urination
4/9/2019,P005450372,2200,W,51ST,8-4-081(a)     Public Urination
4/9/2019,P005536356,5100,N,MILWAUKEE,8-4-081(a)     Public Urination
4/9/2019,P005680489,200,W,MERCHANDISE,8-4-081(a)     Public Urination
4/9/2019,P005691282,4000,N,DAMEN,8-4-081(a)     Public Urination
4/9/2019,P005642307,2200,S,CALIFORNIA,8-4-081(a)     Public Urination
4/9/2019,P005701241,10300,S,LASALLE,8-4-081(a)     Public Urination
4/9/2019,P005727971,10,E,ROOSEVELT,8-4-081(a)     Public Urination
4/9/2019,P005770743,11100,S,MICHIGAN,8-4-081(a)     Public Urination
4/9/2019,P005787859,6300,S,WESTERN,8-4-081(a)     Public Urination
4/9/2019,P005770538,10300,S,WENTWORTH,8-4-081(a)     Public Urination
4/9/2019,P005912172,600,S,STATE,8-4-081(a)     Public Urination
4/9/2019,P005916178,1000,W,BUENA ST,8-4-081(a)     Public Urination
4/9/2019,P005793539,7100,S,WESTERN,8-4-081(a)     Public Urination
4/10/2019,P005468976,3400,W,IOWA ST,8-4-081(a)     Public Urination
4/10/2019,P005450551,5900,W,DIVISION ST,8-4-081(a)     Public Urination
4/10/2019,P005558791,4200,N,AVERS,8-4-081(a)     Public Urination
4/10/2019,P005547322,6800,S,JUSTINE,8-4-081(a)     Public Urination
4/10/2019,P005575248,1700,W,HOWARD ST,8-4-081(a)     Public Urination
4/10/2019,P005575249,7600,N,PAULINA ST,8-4-081(a)     Public Urination
4/10/2019,P005691530,3500,N,CLARK ST,8-4-081(a)     Public Urination
4/10/2019,P005651529,7600,N,PAULINA,8-4-081(a)     Public Urination
4/10/2019,P005640267,3900,W,ROOSEVELT RD,8-4-081(a)     Public Urination
4/10/2019,P005669278,900,W,BELMONT ST,8-4-081(a)     Public Urination
4/10/2019,P005670854,900,W,ADDISON,8-4-081(a)     Public Urination
4/10/2019,P005670856,900,W,ADDISON,8-4-081(a)     Public Urination
4/10/2019,P005670858,900,W,ADDISON,8-4-081(a)     Public Urination
4/10/2019,P005735952,3000,W,MADISON,8-4-081(a)     Public Urination
4/10/2019,P005787510,6200,S,ARTESIAN,8-4-081(a)     Public Urination
4/11/2019,P005072214,1000,W,59TH ST,8-4-081(a)     Public Urination
4/11/2019,P005690387,6300,S,RICHMOND,8-4-081(a)     Public Urination
4/11/2019,P005603944,6300,S,WESTERN,8-4-081(a)     Public Urination
4/11/2019,P005735953,3100,W,CHICAGO,8-4-081(a)     Public Urination
4/11/2019,P005727191,2400,W,101ST ST,8-4-081(a)     Public Urination
4/11/2019,P005793939,2400,W,71ST ST,8-4-081(a)     Public Urination
4/11/2019,P005793940,6200,S,ARTESIAN,8-4-081(a)     Public Urination
4/11/2019,P005918623,6600,S,COTTAGE GROVE,8-4-081(a)     Public Urination
4/12/2019,P005073271,900,W,59TH ST,8-4-081(a)     Public Urination
4/12/2019,P005494592,5000,W,CONCORD,8-4-081(a)     Public Urination
4/12/2019,P005461087,5200,W,WASHINGTON,8-4-081(a)     Public Urination
4/12/2019,P005461089,5000,W,CHICAGO,8-4-081(a)     Public Urination
4/12/2019,P005636805,6100,S,HONORE,8-4-081(a)     Public Urination
4/12/2019,P005543955,6500,S,HALSTED,8-4-081(a)     Public Urination
4/12/2019,P005727747,10,E,ADAMS ST,8-4-081(a)     Public Urination
4/12/2019,P005787382,6300,S,ARTESIAN,8-4-081(a)     Public Urination
4/12/2019,P005728046,10,E,29TH ST,8-4-081(a)     Public Urination
4/12/2019,P005728047,10,E,29TH ST,8-4-081(a)     Public Urination
4/12/2019,P005720268,3900,W,JACKSON,8-4-081(a)     Public Urination
4/12/2019,P005788717,600,S,STATE,8-4-081(a)     Public Urination
4/12/2019,P005806238,7000,S,CLAREMONT,8-4-081(a)     Public Urination
4/12/2019,P005771032,7400,S,STEWART,8-4-081(a)     Public Urination
4/12/2019,P005770181,6800,S,ASHLAND,8-4-081(a)     Public Urination
4/12/2019,P005804875,300,S,STATE,8-4-081(a)     Public Urination
4/12/2019,P005794971,1200,N,DEARBORN,8-4-081(a)     Public Urination
4/13/2019,P005362959,1600,W,90TH ST,8-4-081(a)     Public Urination
4/13/2019,P005488729,1200,W,LELAND,8-4-081(a)     Public Urination
4/13/2019,P005483199,100,E,LOWER WACKER DR,8-4-081(a)     Public Urination
4/13/2019,P005451064,4800,W,GLADYS,8-4-081(a)     Public Urination
4/13/2019,P005448148,4900,N,MILWAUKEE,8-4-081(a)     Public Urination
4/13/2019,P005633393,7400,S,HALSTED,8-4-081(a)     Public Urination
4/13/2019,P005592299,7800,S,KINGSTON,8-4-081(a)     Public Urination
4/13/2019,P005672956,1100,W,63RD ST,8-4-081(a)     Public Urination
4/13/2019,P005649232,200,,MRCHANDISE MT,8-4-081(a)     Public Urination
4/13/2019,P005671376,900,W,ADDISON,8-4-081(a)     Public Urination
4/13/2019,P005670859,900,W,ADDISON,8-4-081(a)     Public Urination
4/13/2019,P005670860,900,W,ADDISON,8-4-081(a)     Public Urination
4/13/2019,P005670861,900,W,ADDISON,8-4-081(a)     Public Urination
4/13/2019,P005670862,900,W,ADDISON,8-4-081(a)     Public Urination
4/13/2019,P005670863,900,W,ADDISON,8-4-081(a)     Public Urination
4/13/2019,P005670864,900,W,ADDISON,8-4-081(a)     Public Urination
4/13/2019,P005642589,1200,S,KEELER,8-4-081(a)     Public Urination
4/13/2019,P005787133,6300,S,KEATING,8-4-081(a)     Public Urination
4/13/2019,P005720340,300,N,PULASKI,8-4-081(a)     Public Urination
4/13/2019,P005720341,300,N,PULASKI,8-4-081(a)     Public Urination
4/13/2019,P005726508,11100,S,VINCENNES,8-4-081(a)     Public Urination
4/13/2019,P005914903,1100,S,STATE ST,8-4-081(a)     Public Urination
4/13/2019,P005914904,1100,S,STATE ST,8-4-081(a)     Public Urination
4/13/2019,P005914905,1100,S,STATE ST,8-4-081(a)     Public Urination
4/13/2019,P005913983,100,E,LOWER WACKER DR,8-4-081(a)     Public Urination
4/13/2019,P005804949,900,W,ADDISON ST,8-4-081(a)     Public Urination
4/13/2019,P005793525,2300,W,68TH,8-4-081(a)     Public Urination
4/13/2019,P005922436,200,E,96TH ST,8-4-081(a)     Public Urination
4/14/2019,P005113095,3900,W,MADDISON,8-4-081(a)     Public Urination
4/14/2019,P005481744,8300,S,HALSTED ST,8-4-081(a)     Public Urination
4/14/2019,P005456203,2700,W,FLOURNOY ST,8-4-081(a)     Public Urination
4/14/2019,P005508366,100,N,PULASKI,8-4-081(a)     Public Urination
4/14/2019,P005535845,7100,W,HIGGINS,8-4-081(a)     Public Urination
4/14/2019,P005474995,4000,W,CONGRESS,8-4-081(a)     Public Urination
4/14/2019,P005661381,3700,N,CHICAGO,8-4-081(a)     Public Urination
4/14/2019,P005642590,1600,S,KEDZIE,8-4-081(a)     Public Urination
4/14/2019,P005643290,1200,S,WHIPPLE,8-4-081(a)     Public Urination
4/14/2019,P005805936,4600,W,63RD ST,8-4-081(a)     Public Urination
4/14/2019,P005811458,5800,S,KEDZIE,8-4-081(a)     Public Urination
4/14/2019,P005811472,5800,S,KEDZIE,8-4-081(a)     Public Urination
4/15/2019,P005474409,3900,W,MADISON,8-4-081(a)     Public Urination
4/15/2019,P005474410,3100,W,MADISON,8-4-081(a)     Public Urination
4/15/2019,P005582092,4300,W,MADISON,8-4-081(a)     Public Urination
4/15/2019,P005661403,2400,W,CHICAGO AVE,8-4-081(a)     Public Urination
4/15/2019,P005651530,7600,N,BOSWORTH,8-4-081(a)     Public Urination
4/15/2019,P005657926,5400,S,HALSTED,8-4-081(a)     Public Urination
4/15/2019,P005727973,10,E,WACKER PL,8-4-081(a)     Public Urination
4/15/2019,P005914906,200,N,MACCHESNEY CT,8-4-081(a)     Public Urination
4/16/2019,P005354418,5300,W,LAKE,8-4-081(a)     Public Urination
4/16/2019,P005679906,10,W,DIVISION,8-4-081(a)     Public Urination
4/16/2019,P005615297,10,N,WESTERN,8-4-081(a)     Public Urination
4/16/2019,P005793794,6900,S,WESTERN,8-4-081(a)     Public Urination
4/16/2019,P005914705,2200,S,STATE ST,8-4-081(a)     Public Urination
4/16/2019,P005913570,100,S,WABASH,8-4-081(a)     Public Urination
4/16/2019,P005805923,6600,S,WESTERN,8-4-081(a)     Public Urination
4/17/2019,P004735691,5000,N,WINTHROP,8-4-081(a)     Public Urination
4/17/2019,P005512006,5200,N,WINTHROP,8-4-081(a)     Public Urination
4/17/2019,P005682510,7500,S,BENNETT,8-4-081(a)     Public Urination
4/17/2019,P005641326,3200,W,OGDEN,8-4-081(a)     Public Urination
4/17/2019,P005653059,3900,W,JACKSON,8-4-081(a)     Public Urination
4/17/2019,P005643101,3900,W,CERMAK RD,8-4-081(a)     Public Urination
4/17/2019,P005787143,6700,S,WESTERN,8-4-081(a)     Public Urination
4/17/2019,P005620982,1500,W,69TH ST,8-4-081(a)     Public Urination
4/17/2019,P005620389,5600,S,MARSHFIELD,8-4-081(a)     Public Urination
4/17/2019,P005805864,6700,S,OAKLEY,8-4-081(a)     Public Urination
4/17/2019,P005798691,1500,E,55TH ST,8-4-081(a)     Public Urination
4/18/2019,P005512007,1000,W,ARGYLE,8-4-081(a)     Public Urination
4/18/2019,P005690388,2400,W,71ST ST,8-4-081(a)     Public Urination
4/18/2019,P005735954,1500,S,PAULINA,8-4-081(a)     Public Urination
4/18/2019,P005785836,3300,W,IRVING PARK RD,8-4-081(a)     Public Urination
4/19/2019,P005548595,6200,S,ASHLAND,8-4-081(a)     Public Urination
4/19/2019,P005556929,2200,N,ORCHARD,8-4-081(a)     Public Urination
4/19/2019,P005550472,1500,S,CENTRAL PARK,8-4-081(a)     Public Urination
4/19/2019,P005653206,4000,W,MADISON,8-4-081(a)     Public Urination
4/19/2019,P005670660,10,W,95 STREET,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
4/19/2019,P005753604,10,E,111TH PL,8-4-081(a)     Public Urination
4/19/2019,P005724374,7500,S,STEWART,8-4-081(a)     Public Urination
4/19/2019,P005749615,2500,W,63RD ST,8-4-081(a)     Public Urination
4/19/2019,P005610723,100,N,LATROBE,8-4-081(a)     Public Urination
4/19/2019,P005610797,5300,W,CHICAGO,8-4-081(a)     Public Urination
4/19/2019,P005770768,6000,S,MAY,8-4-081(a)     Public Urination
4/19/2019,P005706104,300,N,WELLS ST,8-4-081(a)     Public Urination
4/19/2019,P005917078,400,W,WAVELAND,8-4-081(a)     Public Urination
4/19/2019,P005914707,10,W,95TH ST,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
4/19/2019,P005804959,900,W,ADDISON ST,8-4-081(a)     Public Urination
4/19/2019,P005804206,500,S,PULASKI RD,8-4-081(a)     Public Urination
4/19/2019,P005804218,400,S,PULASKI,8-4-081(a)     Public Urination
4/20/2019,P003319444,11500,S,WESTERN,8-4-081(a)     Public Urination
4/20/2019,P004950637,1900,E,71ST ST,8-4-081(a)     Public Urination
4/20/2019,P005479871,8400,S,HALSTED,8-4-081(a)     Public Urination
4/20/2019,P005592358,8900,S,HOUSTON,8-4-081(a)     Public Urination
4/20/2019,P005559214,3200,W,DOUGLAS,8-4-081(a)     Public Urination
4/20/2019,P005668138,3300,N,HALSTED ST,8-4-081(a)     Public Urination
4/20/2019,P005641011,2500,S,LAWNDALE,8-4-081(a)     Public Urination
4/20/2019,P005642896,4200,W,26TH ST,8-4-081(a)     Public Urination
4/20/2019,P005787297,7100,W,ARCHER AVE,8-4-081(a)     Public Urination
4/20/2019,P005619024,2200,S,MICHIGAN,8-4-081(a)     Public Urination
4/20/2019,P005771035,800,W,83RD ST,8-4-081(a)     Public Urination
4/20/2019,P005770603,11900,S,MICHIGAN,8-4-081(a)     Public Urination
4/20/2019,P005914908,300,N,MICHIGAN,8-4-081(a)     Public Urination
4/20/2019,P005916592,1100,W,ADDISON,8-4-081(a)     Public Urination
4/20/2019,P005913208,100,S,WACKER,8-4-081(a)     Public Urination
4/20/2019,P005793542,2500,W,59 ST,8-4-081(a)     Public Urination
4/21/2019,P005491288,800,W,ADDISON,8-4-081(a)     Public Urination
4/21/2019,P005556930,800,N,FRANKLIN,8-4-081(a)     Public Urination
4/21/2019,P005633765,200,W,111TH,8-4-081(a)     Public Urination
4/21/2019,P005681540,300,N,LAFLIN ST,8-4-081(a)     Public Urination
4/21/2019,P005682659,2000,E,HAYES DR,8-4-081(a)     Public Urination
4/21/2019,P005795692,7300,N,PAULINA,8-4-081(a)     Public Urination
4/21/2019,P005765110,4100,W,47TH ST,8-4-081(a)     Public Urination
4/22/2019,P004954223,200,N,LASALLE,8-4-081(a)     Public Urination
4/22/2019,P005331881,3500,W,ARMITAGE,8-4-081(a)     Public Urination
4/22/2019,P005524700,1100,W,18TH ST,8-4-081(a)     Public Urination
4/22/2019,P005563559,4600,S,EMERALD ST,8-4-081(a)     Public Urination
4/22/2019,P005476472,7900,S,HALSTED ST,8-4-081(a)     Public Urination
4/22/2019,P005821837,9800,S,HALSTED,8-4-081(a)     Public Urination
4/22/2019,P005795862,7600,N,ASHLAND,8-4-081(a)     Public Urination
4/22/2019,P005811540,6900,S,WESTERN,8-4-081(a)     Public Urination
4/23/2019,P005147197,6600,S,STONY ISLAND,8-4-081(a)     Public Urination
4/23/2019,P005525756,10,N,WESTERN,8-4-081(a)     Public Urination
4/23/2019,P005463741,10,N,AUSTIN BLVD,8-4-081(a)     Public Urination
4/23/2019,P005480818,7900,S,HALSTED,8-4-081(a)     Public Urination
4/23/2019,P005461157,5700,W,CHICAGO,8-4-081(a)     Public Urination
4/23/2019,P005548596,1300,W,63RD ST,8-4-081(a)     Public Urination
4/23/2019,P005821838,1400,W,115TH ST,8-4-081(a)     Public Urination
4/23/2019,P005799621,1500,E,67TH,8-4-081(a)     Public Urination
4/24/2019,P005354419,5200,W,MADISON ST,8-4-081(a)     Public Urination
4/24/2019,P005499648,200,W,47TH,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
4/24/2019,P005512009,5300,N,KENMORE,8-4-081(a)     Public Urination
4/24/2019,P005574485,2900,W,DEVON,8-4-081(a)     Public Urination
4/24/2019,P005511967,1500,W,BRYN MAWR,8-4-081(a)     Public Urination
4/24/2019,P005593245,3400,E,106TH ST,8-4-081(a)     Public Urination
4/24/2019,P005642416,1200,S,SPRINGFIELD,8-4-081(a)     Public Urination
4/24/2019,P005642696,2700,S,KEDZIE,8-4-081(a)     Public Urination
4/24/2019,P005701400,10200,S,YALE,8-4-081(a)     Public Urination
4/24/2019,P005719040,1400,N,NOBLE ST,8-4-081(a)     Public Urination
4/24/2019,P005726511,1500,W,91ST ST,8-4-081(a)     Public Urination
4/24/2019,P005731701,3400,W,CHICAGO,8-4-081(a)     Public Urination
4/24/2019,P005731704,3600,W,CHICAGO AVE,8-4-081(a)     Public Urination
4/24/2019,P005731705,3700,W,CHICAGO AVE,8-4-081(a)     Public Urination
4/24/2019,P005770541,12300,S,MICHIGAN,8-4-081(a)     Public Urination
4/24/2019,P005914653,10,E,8TH ST,8-4-081(a)     Public Urination
4/25/2019,P005528237,4500,W,FIFTH,8-4-081(a)     Public Urination
4/25/2019,P005561188,1800,W,51ST ST,8-4-081(a)     Public Urination
4/25/2019,P005699438,6300,S,ASHLAND ST,8-4-081(a)     Public Urination
4/25/2019,P005671387,900,W,ADDISON,8-4-081(a)     Public Urination
4/25/2019,P005671389,900,W,ADDISON,8-4-081(a)     Public Urination
4/25/2019,P005669125,2800,N,BROADWAY,8-4-081(a)     Public Urination
4/25/2019,P005761628,5100,S,ASHLAND,8-4-081(a)     Public Urination
4/25/2019,P005804954,900,W,ADDISON ST,8-4-081(a)     Public Urination
4/25/2019,P005804950,900,W,ADDISON ST,8-4-081(a)     Public Urination
4/26/2019,P003319447,200,E,134TH ST,8-4-081(a)     Public Urination
4/26/2019,P004701188,1800,W,49TH ST,8-4-081(a)     Public Urination
4/26/2019,P005132124,3800,W,CHICAGO,8-4-081(a)     Public Urination
4/26/2019,P005461158,800,N,LOCKWOOD,8-4-081(a)     Public Urination
4/26/2019,P005468386,3900,W,GLADYS,8-4-081(a)     Public Urination
4/26/2019,P005578608,6800,S,STONY ISLAND,8-4-081(a)     Public Urination
4/26/2019,P005472134,1100,S,WHIPPLE ST,8-4-081(a)     Public Urination
4/26/2019,P005699569,6300,S,ASHLAND,8-4-081(a)     Public Urination
4/26/2019,P005668215,3600,N,FREMONT ST,8-4-081(a)     Public Urination
4/26/2019,P005726597,9400,S,ASHLAND,8-4-081(a)     Public Urination
4/26/2019,P005725225,6300,S,ASHLAND,8-4-081(a)     Public Urination
4/26/2019,P005793291,6900,S,CAMPBELL,8-4-081(a)     Public Urination
4/26/2019,P005805677,200,S,STATE ST,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
4/26/2019,P005770249,600,E,79TH ST,8-4-081(a)     Public Urination
4/26/2019,P005770543,1700,W,63RD ST,8-4-081(a)     Public Urination
4/26/2019,P005772793,300,N,CENTRAL,8-4-081(a)     Public Urination
4/26/2019,P005771138,6700,S,ASHLAND,8-4-081(a)     Public Urination
4/26/2019,P005794973,600,N,STATE,8-4-081(a)     Public Urination
4/26/2019,P005793543,5800,S,KEDZIE,8-4-081(a)     Public Urination
4/26/2019,P005793544,6200,S,RICHMOND,8-4-081(a)     Public Urination
4/26/2019,P005917123,2900,N,LAKE SHORE DR,8-4-081(a)     Public Urination
4/26/2019,P005911849,8800,S,BUFFALO,8-4-081(a)     Public Urination
4/27/2019,P005490898,900,W,ADDISON,8-4-081(a)     Public Urination
4/27/2019,P005600803,2200,S,MICHIGAN,8-4-081(a)     Public Urination
4/27/2019,P005678362,10,W,OAK,8-4-081(a)     Public Urination
4/27/2019,P005739053,5900,N,CHRISTIANA,8-4-081(a)     Public Urination
4/27/2019,P005728155,900,S,STATE,8-4-081(a)     Public Urination
4/27/2019,P005805726,300,S,STATE,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
4/27/2019,P005806273,7000,S,ARTESIAN,8-4-081(a)     Public Urination
4/27/2019,P005806274,6900,S,WESTERN,8-4-081(a)     Public Urination
4/27/2019,P005804852,300,S,DEARBORN,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
4/28/2019,P005354510,5100,W,VAN BUREN,8-4-081(a)     Public Urination
4/28/2019,P005456219,5100,W,MONROE ST,8-4-081(a)     Public Urination
4/28/2019,P005679910,10,E,HUBBARD,8-4-081(a)     Public Urination
4/28/2019,P005668037,3500,N,CLARK ST,8-4-081(a)     Public Urination
4/28/2019,P005668139,3300,N,RACINE,8-4-081(a)     Public Urination
4/28/2019,P005728864,10,E,CHICAGO AVE,8-4-081(a)     Public Urination
4/28/2019,P005750865,5700,S,MAY,8-4-081(a)     Public Urination
4/28/2019,P005720315,4600,W,CONGRESS,8-4-081(a)     Public Urination
4/28/2019,P005610562,5300,W,CHICAGO,8-4-081(a)     Public Urination
4/28/2019,P005614276,500,W,14TH ST,8-4-081(a)     Public Urination
4/28/2019,P005794293,6300,S,KEDZIE,8-4-081(a)     Public Urination
4/28/2019,P005770553,1500,W,67TH ST,8-4-081(a)     Public Urination
4/28/2019,P005908921,3200,N,HALSTED,8-4-081(a)     Public Urination
4/28/2019,P005805910,7000,S,PULASKI RD,8-4-081(a)     Public Urination
4/28/2019,P005805929,2400,W,71ST ST,8-4-081(a)     Public Urination
4/28/2019,P005804853,200,S,DEARBORN,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
4/29/2019,P005456222,3900,W,MONROE ST,8-4-081(a)     Public Urination
4/29/2019,P005388171,1200,S,PULASKI RD,8-4-081(a)     Public Urination
4/29/2019,P005724781,11000,S,MICHIGAN,8-4-081(a)     Public Urination
4/30/2019,P005461159,300,N,LARAMIE,8-4-081(a)     Public Urination
4/30/2019,P005461160,5400,W,MADISON,8-4-081(a)     Public Urination
4/30/2019,P005632964,800,E,79TH ST,8-4-081(a)     Public Urination
4/30/2019,P005729276,10,E,CHICAGO,8-4-081(a)     Public Urination
4/30/2019,P005724783,800,E,79TH ST,8-4-081(a)     Public Urination
4/30/2019,P005770190,6600,S,ASHLAND,8-4-081(a)     Public Urination
4/30/2019,P005770208,700,E,79TH ST,8-4-081(a)     Public Urination
4/30/2019,P005922455,11900,S,MICHIGAN,8-4-081(a)     Public Urination
5/1/2019,P004897840,4000,W,ARMITAGE,8-4-081(a)     Public Urination
5/1/2019,P005491184,1100,W,LAWRENCE,8-4-081(a)     Public Urination
5/1/2019,P005567433,10,W,57TH ST,8-4-081(a)     Public Urination
5/1/2019,P005388510,400,E,64TH ST,8-4-081(a)     Public Urination
5/1/2019,P005633331,300,E,79TH ST,8-4-081(a)     Public Urination
5/1/2019,P005699141,6300,S,MARSHFIELD,8-4-081(a)     Public Urination
5/1/2019,P005615723,10,N,ASHLAND,8-4-081(a)     Public Urination
5/1/2019,P005669129,4500,N,BROADWAY,8-4-081(a)     Public Urination
5/1/2019,P005637003,9300,S,COTTAGE GROVE,8-4-081(a)     Public Urination
5/1/2019,P005653207,3500,W,WASHINGTON,8-4-081(a)     Public Urination
5/1/2019,P005639691,2400,S,CHRISTIANA,8-4-081(a)     Public Urination
5/1/2019,P005788374,10,W,95TH ST,8-4-081(a)     Public Urination
5/1/2019,P005731849,4800,W,MADISON,8-4-081(a)     Public Urination
5/1/2019,P005794993,6700,S,STONEY ISLAND,8-4-081(a)     Public Urination
5/1/2019,P005770554,800,W,79TH ST,8-4-081(a)     Public Urination
5/1/2019,P005771163,7900,S,RHODES,8-4-081(a)     Public Urination
5/1/2019,P005908922,3400,N,HALSTED,8-4-081(a)     Public Urination
5/1/2019,P005796380,5900,N,WINTHROP,8-4-081(a)     Public Urination
5/2/2019,P004788986,1600,N,DRAKE,8-4-081(a)     Public Urination
5/2/2019,P005459497,1600,N,DRAKE,8-4-081(a)     Public Urination
5/2/2019,P005570521,4300,S,EVANS,8-4-081(a)     Public Urination
5/2/2019,P005511197,5000,N,WINTHROP,8-4-081(a)     Public Urination
5/2/2019,P005601094,200,N,DEARBORN,8-4-081(a)     Public Urination
5/2/2019,P005575535,400,E,63RD ST,8-4-081(a)     Public Urination
